tyc	hip	hd	gl	gaia_source_id	reason
105-1222-1		287892		3223767474164048000	refused_no_defensible_parallax
1051-1808-1		176483		4506490453936072064	no_parallax_published
1051-1845-1		230305		4506507874307297280	no_parallax_published
1051-837-1		230370		4506765984668290560	no_parallax_published
1052-2416-1		230756			no_parallax_published
1053-2027-1		230948		4319311930881349632	no_parallax_published
1054-595-1		231263		4319859487650510336	no_parallax_published
1057-184-1		185666			no_parallax_published
1058-2482-1		188123		4298560641753220224	no_parallax_published
1059-517-1		231657		4314688106554919296	no_parallax_published
1059-541-1		231574		4314890932033511680	no_parallax_published
106-241-1		240864		3239169987098490240	refused_no_defensible_parallax
1060-1102-1		232043		4303037921846653824	refused_no_defensible_parallax
1060-1145-1		231853		4302586366164960384	no_parallax_published
1061-1778-1	97162	186587		4302823310903478272	no_parallax_published
1061-246-2		186571		4302834580897873664	no_parallax_published
1061-303-1		355699		4302660651907345152	refused_no_defensible_parallax
1061-435-1		186620			no_parallax_published
1061-526-1		355768			no_parallax_published
1061-65-1		185623		4302241016429301376	no_parallax_published
1062-357-1		188286		4303427801768003072	no_parallax_published
1063-1577-1		231584		4316144993827843968	no_parallax_published
1063-450-1		231610		4316196567790870016	refused_no_defensible_parallax
1065-2055-1		355654		4316704164191151744	no_parallax_published
1065-2087-1		355675		4303152855164360576	refused_no_defensible_parallax
1065-2261-1		355593			no_parallax_published
1065-3144-2		186204			no_parallax_published
1065-756-1		355744		4316736183127733888	no_parallax_published
1066-1256-1		187447		4305160151071351424	refused_no_defensible_parallax
1066-2545-1		356100		4304898020622214912	no_parallax_published
1066-547-1		356021		4304367265745849600	no_parallax_published
1068-1043-1		231951		4318251486277708032	no_parallax_published
1068-1593-1		231705		4316604005542037120	refused_no_defensible_parallax
1069-1005-1		353390		4318417787423920128	no_parallax_published
1069-3237-1		353699		4317390156359252864	no_parallax_published
1069-3884-1	96840	185936		4317157059905694592	refused_no_defensible_parallax
1069-501-1		353676		4317709633203753728	no_parallax_published
1070-1093-1		353852			no_parallax_published
1070-1342-1		356047		4305310955958958848	no_parallax_published
1070-1493-1		354044		1807443218795606528	no_parallax_published
1070-452-1		355927		4305274603363153152	no_parallax_published
1072-1922-1		190923		4298836481713297280	no_parallax_published
1076-2086-1		356813		4299760174570571392	refused_no_defensible_parallax
1076-327-1		190848		4299563361995138304	no_parallax_published
1076-526-1		356770		4300642738819923584	no_parallax_published
1077-808-1		357034		1801832140386416512	refused_no_defensible_parallax
1077-873-1		357150		1801772285718980480	no_parallax_published
1078-1005-1		357333		1802030430431255552	refused_no_defensible_parallax
1079-167-1		356205		4305035940608980992	no_parallax_published
1079-2962-1		356489		4304018720554299136	no_parallax_published
1079-3462-1		356499		4303934917152651136	refused_no_defensible_parallax
1079-85-1		356237		4304062116900425856	refused_no_defensible_parallax
108-1232-1		242853			no_parallax_published
108-1282-1		242128		3240393056345660544	no_parallax_published
108-908-1		242129		3240369107608511616	no_parallax_published
1080-109-1		356752		1802848192215140480	no_parallax_published
1080-713-1		356735		1802870560410680064	no_parallax_published
1081-560-1		356998		1802823418837564928	no_parallax_published
1082-1900-1		357234		1802286960240783744	no_parallax_published
1082-601-1		357295		1802537270933450496	no_parallax_published
1083-1702-1		354597		1806355634311951616	refused_no_defensible_parallax
1083-2706-1		189018		1807194355532092416	no_parallax_published
1083-2877-1		356441		1806308419717937280	no_parallax_published
1083-3402-1		356312		4305070850104115840	refused_no_defensible_parallax
1083-3487-1		356451			no_parallax_published
1084-2247-1		355022		1806620066856536704	refused_no_defensible_parallax
1085-1087-1		355305		1803684130283711232	no_parallax_published
1085-1677-1		355289		1805188880665625472	no_parallax_published
1085-1962-1		355421		1805179294297092096	no_parallax_published
1085-968-1		357072		1803558133119969152	refused_no_defensible_parallax
1086-1009-1		355531		1805149882360346112	no_parallax_published
1086-1108-1		357284		1804824736149165056	no_parallax_published
1086-2049-1		355429		1805138608067075328	no_parallax_published
1086-2191-2		193350			no_v_magnitude
109-291-1		243277		3236230167883717504	no_parallax_published
1092-823-1		196493		1754574374700068608	no_parallax_published
1094-904-1		198740		1750728519249317632	no_parallax_published
1107-1250-1		199630			no_parallax_published
111-1516-1		241308		3241476934292840448	no_parallax_published
111-217-1		240930		3239980773843233792	no_parallax_published
111-741-1		241681		3241666840566151808	refused_no_defensible_parallax
1112-2519-1	104066				no_parallax_published
112-413-1		242209		3240552210653791232	no_parallax_published
113-1707-1		243915		3237770579378917888	no_parallax_published
1143-700-1		208879		2728447694988895104	no_parallax_published
115-1582-1	27033	288218		3222898280159162112	refused_no_defensible_parallax
115-657-1		290827			no_parallax_published
1159-236-1		215911		2732045812431202688	refused_no_defensible_parallax
118-1951-1		244542			no_parallax_published
118-301-1		288021		3223662681258923520	refused_no_defensible_parallax
118-396-1		36511		3223587467791895168	no_parallax_published
118-448-1		288027			no_parallax_published
118-698-1		287938		3223797371432679040	no_parallax_published
119-1304-1		288171		3223205387500563456	refused_no_defensible_parallax
120-1008-1		288232		3319226493867155712	no_parallax_published
122-334-1		245592		3332745367289282944	no_parallax_published
1225-1859-1		19788			no_parallax_published
1227-883-1		18190		84043718185402880	no_parallax_published
123-630-1		246020		3224500646557676032	no_parallax_published
1230-1424-2		18520			no_parallax_published
124-1383-1		247714		3320454854515940864	refused_no_defensible_parallax
124-1392-1		247830		3319661277702437888	no_parallax_published
1249-24-1		285337			no_parallax_published
1250-354-1		285332		39400385003536640	no_parallax_published
1251-858-1		285477		45969485941941760	no_parallax_published
1253-64-1		285240		49988269660180224	no_parallax_published
1255-19-1		285532		47708982055297792	no_parallax_published
126-10-1		245217		3332974787262814720	no_parallax_published
1260-800-1		23743			no_parallax_published
1263-544-1		26802		52581364754755584	no_parallax_published
1265-566-1		285814			no_v_magnitude
1265-971-1		285805			no_v_magnitude
1266-1167-1		285922		3309956202097520896	refused_no_defensible_parallax
1270-779-1		285901		3313485355247771264	no_parallax_published
1270-871-1		285948		3313224225531417088	no_parallax_published
1272-1127-1		284402		48401536943284992	no_parallax_published
1272-345-1		284342		49026093907867520	refused_no_defensible_parallax
1272-747-1		285628		47839171103979520	no_parallax_published
1272-814-1		284416			no_parallax_published
1273-740-1		284468		48096216308510208	refused_no_defensible_parallax
1275-371-1		286012		3409880540383987968	refused_no_defensible_parallax
1279-249-1		284675			no_parallax_published
1279-471-1		284603		3411360654833535232	no_parallax_published
1279-642-1		284768		3412845957602188032	no_parallax_published
1279-730-1		284666		3413052116033844864	no_parallax_published
128-1099-1		247570			no_parallax_published
128-362-1		38338		3321204309127032448	no_parallax_published
128-443-1		247867		3334935693235265792	no_parallax_published
128-696-1		248540		3322820385064476928	refused_no_defensible_parallax
128-905-1		248615		3322870344124769920	no_parallax_published
1281-1288-1		286178			no_parallax_published
1281-262-1		286333		3393403018612089344	no_parallax_published
1282-450-1		240978		3394716350890910080	no_parallax_published
1284-1376-1		31121		3405664153809260544	refused_no_defensible_parallax
1285-1154-1		286229		3405519224431524608	no_parallax_published
1285-300-1		32004		3405535751467406208	refused_no_defensible_parallax
1285-760-1		286232		3405534926833655040	refused_no_defensible_parallax
1286-1423-1		240756		3394978373960340736	no_parallax_published
1287-1149-1	24317	241630		3395550296101425408	refused_no_defensible_parallax
1287-1724-1		241983		3395178317572931328	no_parallax_published
129-1578-1		249842		3321918884312215040	no_parallax_published
129-45-1		249175		3322767402347601408	no_parallax_published
129-931-1		39772		3322541143470604416	no_parallax_published
1290-1532-1		285219		3407841216897133824	no_parallax_published
1290-882-1		285211		3408817828036287232	no_parallax_published
1292-1937-1		284882		3412324342415692416	no_parallax_published
1292-705-1		284871		3412451640949606912	refused_no_defensible_parallax
1293-2113-1		285010		3412276582380529152	no_parallax_published
1293-2672-1		285201		3409085146801072896	no_parallax_published
1294-1211-1		240584		3415273400103577344	no_parallax_published
1294-33-1		241142		3414864626593863424	no_parallax_published
1294-631-1		32864		3415257220963752320	no_parallax_published
1296-1113-1		243451		3390775460697937408	no_parallax_published
1296-327-1		243419		3391170219733563136	no_parallax_published
1296-784-1		243139		3390963614626849280	no_parallax_published
1298-136-1		246207		3347816338812961408	no_parallax_published
1298-318-1		245995		3395928218865042176	no_parallax_published
1299-1178-1		247926		3348098088668354176	refused_no_defensible_parallax
1299-1769-1		247460		3348259579438618496	no_parallax_published
1299-981-1		247051		3396316037232054784	no_parallax_published
13-257-1		2758			no_parallax_published
130-1089-1		291071		3314715987933683840	no_parallax_published
130-1188-1		291076		3314792197834648064	refused_no_defensible_parallax
130-269-1		291199		3122581656741671552	no_parallax_published
130-381-1		291081		3122534339084048768	no_parallax_published
130-598-1		288424		3315250144427855360	no_parallax_published
1300-788-1		242985		3394485174275152256	refused_no_defensible_parallax
1301-1627-1		36796		3397818657308098048	no_parallax_published
1303-809-1		247650			no_parallax_published
1306-1000-1		246521		3399411231183781376	refused_no_defensible_parallax
1307-65-1		248093		3399870930123527808	no_parallax_published
1307-829-1		247385		3399748987413339648	no_parallax_published
1308-2061-1		243168		3414435954497646208	no_parallax_published
1308-266-1		243011		3402287794119186304	no_parallax_published
1309-1092-1		245158		3402872901806859648	no_parallax_published
1309-1203-1		244746		3403657304572626688	no_parallax_published
131-1816-1		288465		3123072760481872896	no_parallax_published
1310-16-1		246543		3402662590146045952	no_parallax_published
1310-2576-1		246811		3400025926902795392	no_parallax_published
1311-1642-1		38493		3403213754709441152	refused_no_defensible_parallax
1311-264-1		247310		3403208012335843456	no_parallax_published
1312-1440-1		250057		3348870078972704384	refused_no_defensible_parallax
1312-148-1		249144		3347219063482549888	no_parallax_published
1312-1760-1		249859		3348922688030054528	no_parallax_published
1312-2887-1		248608		3348119357343393024	no_parallax_published
1313-276-1		251497		3345579721706291712	refused_no_defensible_parallax
1313-779-1		250202		3348958456513207168	no_parallax_published
1313-844-1		251704		3345530999596461440	refused_no_defensible_parallax
1314-247-1		253051		3346152812076705536	no_parallax_published
1314-664-1		252561		3346135700930388864	no_parallax_published
1315-2056-1		255927		3368829724007298048	no_parallax_published
1315-47-1		254762			no_parallax_published
1316-1318-1		249188		3349986701750101632	no_parallax_published
1316-618-1		249187		3350091812487146112	no_parallax_published
1317-718-1		250270		3350130565973032960	refused_no_defensible_parallax
1317-867-1		250722		3350264264013555712	no_parallax_published
1317-929-1		250838		3350269757274176384	no_parallax_published
1318-622-1		253530		3373369160838771712	no_parallax_published
1318-830-1		254049		3373782371052724864	no_parallax_published
132-483-1		288610			no_parallax_published
132-545-1		288566			no_parallax_published
132-712-1		288550			no_parallax_published
132-720-1		291514			no_parallax_published
132-726-1		291452		3121796708518852736	no_parallax_published
132-889-1		288529		3124395984067551488	refused_no_defensible_parallax
1320-1983-1		248841		3398874806949418880	no_parallax_published
1320-219-1		249206		3398598241116874880	no_parallax_published
1321-1214-1		251018			no_parallax_published
1321-417-1		250136		3422871197249962752	no_parallax_published
1321-95-1		250354			no_parallax_published
1322-1381-1		253158		3373674618915273216	no_parallax_published
1322-1497-1		252812		3375023066846718976	no_parallax_published
1322-356-1		253652		3374072088070461056	no_parallax_published
1322-443-1		253595		3375053505277762816	no_parallax_published
1322-546-1		252265		3374467121984047616	no_parallax_published
1323-1047-1		254369		3373899572122935808	no_parallax_published
1323-1717-1		256112		3375570069585919872	no_parallax_published
1323-2018-1		256114		3370861411039813376	no_parallax_published
1323-585-1		255138		3375743968519324800	no_parallax_published
1324-1930-1		249614		3424117841575923712	no_parallax_published
1325-1176-1		251648			no_parallax_published
1325-1593-1		250899		3423695281216886400	no_parallax_published
1326-1012-1		252262		3423547328182688640	no_parallax_published
1326-1323-1		252433		3375395865711902848	no_parallax_published
1326-1536-1		253076		3375336462021218944	no_parallax_published
1326-1623-1		253801		3376864095990202880	refused_no_defensible_parallax
1326-188-1		253182		3375121060822523520	no_parallax_published
1326-323-1		252380		3375288324026898560	no_parallax_published
1326-652-1		253913		3376910515996531456	refused_no_defensible_parallax
1326-820-1		43207		3376919720107704704	no_parallax_published
1327-1339-1		256219		3375926380073328256	no_parallax_published
1327-1451-1		255918		3375982317727378560	no_parallax_published
1327-216-1		43509			no_parallax_published
1327-606-4		255094			no_v_magnitude
1328-855-1		258814		3357210085127324928	no_parallax_published
1329-129-1		259739		3357415796879078400	refused_no_defensible_parallax
1329-456-1		260657		3358655633678131456	no_parallax_published
133-2046-1		45318		3120363392034180608	no_parallax_published
133-385-1		44975		3120261274890618240	no_parallax_published
1332-841-1		257141		3372146774490744192	no_parallax_published
1332-90-1		257445		3369701911606815872	no_parallax_published
1333-1372-1		260653		3371201233146234112	refused_no_defensible_parallax
1333-513-1		260010		3371014281814268544	no_parallax_published
1334-1971-1		262008		3358811317653696896	no_parallax_published
1334-733-1		48884		3359353961001686016	no_parallax_published
1335-604-1		265481		3364557021820862976	no_parallax_published
1336-1031-1		257523		3372512332048573056	no_parallax_published
1336-1422-1		257260		3372417086852403968	refused_no_defensible_parallax
1336-1720-1		257939		3372305555141977728	no_parallax_published
1336-833-1		258095		3372532604293502336	no_parallax_published
1337-1834-1		260355		3371870659633967360	no_parallax_published
1338-1617-1		261872		3371776479590448128	no_parallax_published
1338-2007-1		261834		3371556268028744576	no_parallax_published
1338-855-1		263057		3365690240353310976	no_parallax_published
1339-226-1		265540		3366165298096441472	no_parallax_published
1339-383-1		264126		3365612102010069504	refused_no_defensible_parallax
1339-560-1		265066		3365778544880899456	no_parallax_published
134-1006-1		288354		3316350480689253888	no_parallax_published
134-468-1		288357		3315592539219940480	no_parallax_published
134-853-1		288386		3315548863696520576	no_parallax_published
1340-1730-1		45486		3376126323687684736	no_parallax_published
1340-796-1		258221		3376076605147373312	refused_no_defensible_parallax
1341-1539-1		46882		3379114761934025984	no_parallax_published
1342-1453-1		262784		3378253565152112000	no_parallax_published
1342-1706-1		263191		3378230376625151872	no_parallax_published
1342-316-1		263860			no_parallax_published
1342-577-1		263088			no_parallax_published
1343-591-1		266223		3366380802374565888	no_parallax_published
1344-1055-1		266497		3355045623467670912	no_parallax_published
1348-1169-1		266699		3364625015445132160	no_parallax_published
1348-915-1		267500		3364382882368875264	no_parallax_published
1352-1162-1		266945			no_parallax_published
1352-1414-1		266580		3365881967693586944	no_parallax_published
1352-1418-1		267756		3365098393858801536	refused_no_defensible_parallax
1352-558-1		267229		3364657451038163456	no_parallax_published
1356-1049-1		267583		3367859989108634112	no_parallax_published
1356-206-1		266913		3366117434979328896	no_parallax_published
136-1715-1		254567		3317466244475050496	no_parallax_published
136-836-1		43482		3124904821732344192	no_parallax_published
1365-1109-1		60634		671412725349885696	no_parallax_published
139-2039-1		253586		3317166490115927552	refused_no_defensible_parallax
139-475-1		253092		3318623068145520896	no_parallax_published
1396-895-1		75034		660224644781143040	no_parallax_published
1398-128-1		73574			no_parallax_published
140-115-1		255187		3317933738776124800	refused_no_defensible_parallax
140-1283-1		254309			no_parallax_published
140-1827-1		254623		3317493899766087040	refused_no_defensible_parallax
140-546-1		255357		3125349058785517184	no_parallax_published
1401-114-1		79427		607697985023089408	refused_no_defensible_parallax
1401-813-1		78608		607916783542120448	no_parallax_published
141-1216-1		256332		3125472994366833920	refused_no_defensible_parallax
141-1515-1		256485			no_v_magnitude
141-2231-1		256302			no_parallax_published
141-2453-1		258044			no_parallax_published
1413-34-1		83840		621235034745819008	no_parallax_published
142-1810-1		250677			no_parallax_published
142-1904-1		41080		3321560791415192448	no_parallax_published
1423-1349-2		89485			no_parallax_published
143-1366-1		253012		3318917771621708544	no_parallax_published
143-1369-1		253065		3319151624000730240	no_parallax_published
143-1548-1		253863		3318760850697464064	no_parallax_published
1430-1349-1		97017		3968711688886250240	no_parallax_published
1430-386-1		96130		3969851500192285440	no_parallax_published
1435-559-1		94234		3989628729373726976	no_parallax_published
1440-1494-1		100869			no_parallax_published
1442-1630-1		105566			no_parallax_published
145-2187-1		257581		3324349221625295872	refused_no_defensible_parallax
1454-1134-2		114379			no_parallax_published
146-1525-1		288853		3120700529786642688	refused_no_defensible_parallax
146-1576-1		291858		3119820503869716608	no_parallax_published
146-660-1		291787			no_parallax_published
146-968-1		288804		3120763098867947776	no_parallax_published
147-188-1		292057			no_parallax_published
147-649-1		288979		3125885616165280384	refused_no_defensible_parallax
148-11-1		292549		3113339535659141376	no_parallax_published
148-1140-1		292380		3113632491087031424	no_parallax_published
148-1326-1		289208		3126065287538942592	no_parallax_published
148-2517-1		50086		3113548618967228288	no_parallax_published
148-82-1		289099			no_parallax_published
1485-199-1		132951		1186760933456742912	no_parallax_published
1485-838-1		133188		1186866112911670016	refused_no_defensible_parallax
149-2575-1		292825		3112925191574050816	no_parallax_published
149-2727-1		292911		3112944506045760896	refused_no_defensible_parallax
149-2938-1		289374			no_parallax_published
149-3328-1		289384		3113815040078156416	no_parallax_published
149-46-1		289363		3114186881167876096	refused_no_defensible_parallax
1490-762-1		137740		1208832705967347456	refused_no_defensible_parallax
